parcel_id,authorityname,restriction,restriction_term,zone,landuse
12316,Epworth Local Board,residential,limited,High Density,Residential
12346,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12086,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13432,Epworth Local Board,residential,limited,High Density,Residential
14971,EMA,wetland,unlimited,Factories,Residential
12071,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12090,CAZ,flightzone,unlimited,Low Density,Residential
13182,Epworth Local Board,residential,limited,High Density,Residential
13180,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14749,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12059,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12384,Epworth Local Board,residential,limited,High Density,Residential
11993,EMA,wetland,unlimited,Factories,Residential
12367,EMA,river basin,unlimited,Medium Density,Residential
14755,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12295,CAZ,flightzone,unlimited,Low Density,Residential
12015,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13211,EMA,river basin,unlimited,Medium Density,Residential
14834,Epworth Local Board,residential,limited,High Density,Residential
12072,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12362,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13707,Epworth Local Board,residential,limited,High Density,Residential
13433,EMA,wetland,unlimited,Factories,Residential
14807,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13210,CAZ,flightzone,unlimited,Low Density,Residential
14756,Epworth Local Board,residential,limited,High Density,Residential
13298,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13527,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12085,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13659,Epworth Local Board,residential,limited,High Density,Residential
13658,EMA,wetland,unlimited,Factories,Residential
13208,EMA,river basin,unlimited,Medium Density,Residential
12315,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13209,CAZ,flightzone,unlimited,Low Density,Residential
13192,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14757,EMA,river basin,unlimited,Medium Density,Residential
13204,Epworth Local Board,residential,limited,High Density,Residential
13709,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13680,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13521,Epworth Local Board,residential,limited,High Density,Residential
12073,EMA,wetland,unlimited,Factories,Residential
13695,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13434,CAZ,flightzone,unlimited,Low Density,Residential
14758,Epworth Local Board,residential,limited,High Density,Residential
13660,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12088,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13710,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11958,Epworth Local Board,residential,limited,High Density,Residential
12383,EMA,wetland,unlimited,Factories,Residential
13203,EMA,river basin,unlimited,Medium Density,Residential
13181,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14766,CAZ,flightzone,unlimited,Low Density,Residential
13661,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12020,EMA,river basin,unlimited,Medium Density,Residential
14759,Epworth Local Board,residential,limited,High Density,Residential
14765,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14764,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12087,Epworth Local Board,residential,limited,High Density,Residential
14763,EMA,wetland,unlimited,Factories,Residential
13559,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14760,CAZ,flightzone,unlimited,Low Density,Residential
13202,Epworth Local Board,residential,limited,High Density,Residential
14762,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12074,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12296,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11998,Epworth Local Board,residential,limited,High Density,Residential
13193,EMA,wetland,unlimited,Factories,Residential
13194,EMA,river basin,unlimited,Medium Density,Residential
13195,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12021,CAZ,flightzone,unlimited,Low Density,Residential
12014,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12016,EMA,river basin,unlimited,Medium Density,Residential
12084,Epworth Local Board,residential,limited,High Density,Residential
12075,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13430,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13299,Epworth Local Board,residential,limited,High Density,Residential
12363,EMA,wetland,unlimited,Factories,Residential
14972,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12013,CAZ,flightzone,unlimited,Low Density,Residential
12022,Epworth Local Board,residential,limited,High Density,Residential
12076,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12057,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13681,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13293,Epworth Local Board,residential,limited,High Density,Residential
12314,EMA,wetland,unlimited,Factories,Residential
13500,EMA,river basin,unlimited,Medium Density,Residential
13501,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13528,CAZ,flightzone,unlimited,Low Density,Residential
13502,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12382,EMA,river basin,unlimited,Medium Density,Residential
13503,Epworth Local Board,residential,limited,High Density,Residential
12058,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11957,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12077,Epworth Local Board,residential,limited,High Density,Residential
12056,EMA,wetland,unlimited,Factories,Residential
13429,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12012,CAZ,flightzone,unlimited,Low Density,Residential
13520,Epworth Local Board,residential,limited,High Density,Residential
12023,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12369,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12297,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13693,Epworth Local Board,residential,limited,High Density,Residential
12366,EMA,wetland,unlimited,Factories,Residential
14748,EMA,river basin,unlimited,Medium Density,Residential
12078,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13558,CAZ,flightzone,unlimited,Low Density,Residential
14747,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13172,EMA,river basin,unlimited,Medium Density,Residential
12011,Epworth Local Board,residential,limited,High Density,Residential
12055,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13300,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13692,Epworth Local Board,residential,limited,High Density,Residential
12381,EMA,wetland,unlimited,Factories,Residential
14746,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12079,CAZ,flightzone,unlimited,Low Density,Residential
13428,Epworth Local Board,residential,limited,High Density,Residential
13691,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11999,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13435,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14745,Epworth Local Board,residential,limited,High Density,Residential
12054,EMA,wetland,unlimited,Factories,Residential
13690,EMA,river basin,unlimited,Medium Density,Residential
12364,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13171,CAZ,flightzone,unlimited,Low Density,Residential
12017,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14744,EMA,river basin,unlimited,Medium Density,Residential
12010,Epworth Local Board,residential,limited,High Density,Residential
12080,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13689,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12298,Epworth Local Board,residential,limited,High Density,Residential
14743,EMA,wetland,unlimited,Factories,Residential
13427,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12053,CAZ,flightzone,unlimited,Low Density,Residential
13682,Epworth Local Board,residential,limited,High Density,Residential
13169,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12370,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14734,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12313,Epworth Local Board,residential,limited,High Density,Residential
14742,EMA,wetland,unlimited,Factories,Residential
13302,EMA,river basin,unlimited,Medium Density,Residential
14978,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13529,CAZ,flightzone,unlimited,Low Density,Residential
14741,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14735,EMA,river basin,unlimited,Medium Density,Residential
12052,Epworth Local Board,residential,limited,High Density,Residential
14733,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12387,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13301,Epworth Local Board,residential,limited,High Density,Residential
13499,EMA,wetland,unlimited,Factories,Residential
12009,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12019,CAZ,flightzone,unlimited,Low Density,Residential
14740,Epworth Local Board,residential,limited,High Density,Residential
13519,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13504,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13159,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12365,Epworth Local Board,residential,limited,High Density,Residential
14736,EMA,wetland,unlimited,Factories,Residential
14973,EMA,river basin,unlimited,Medium Density,Residential
11952,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12081,CAZ,flightzone,unlimited,Low Density,Residential
13139,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13140,EMA,river basin,unlimited,Medium Density,Residential
13168,Epworth Local Board,residential,limited,High Density,Residential
14739,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12299,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14737,Epworth Local Board,residential,limited,High Density,Residential
12051,EMA,wetland,unlimited,Factories,Residential
13160,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14738,CAZ,flightzone,unlimited,Low Density,Residential
12371,Epworth Local Board,residential,limited,High Density,Residential
12380,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12000,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12008,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12002,Epworth Local Board,residential,limited,High Density,Residential
13166,EMA,wetland,unlimited,Factories,Residential
13482,EMA,river basin,unlimited,Medium Density,Residential
13684,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13436,CAZ,flightzone,unlimited,Low Density,Residential
13683,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13557,EMA,river basin,unlimited,Medium Density,Residential
12050,Epworth Local Board,residential,limited,High Density,Residential
13685,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14835,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13481,Epworth Local Board,residential,limited,High Density,Residential
12003,EMA,wetland,unlimited,Factories,Residential
